Vardas	       Pavarde	      Galutinis pazymys pagal mediana
Vardas1127     Pavarde1127    7.2                                  
Vardas1128     Pavarde1128    7.2                                  
Vardas1129     Pavarde1129    3.6                                  
Vardas1130     Pavarde1130    4.8                                  
Vardas1131     Pavarde1131    3.6                                  
Vardas1132     Pavarde1132    6.6                                  
Vardas1133     Pavarde1133    3                                    
Vardas1134     Pavarde1134    7.8                                  
Vardas1135     Pavarde1135    6                                    
Vardas1136     Pavarde1136    3                                    
Vardas1137     Pavarde1137    4.2                                  
Vardas1138     Pavarde1138    6.6                                  
Vardas1139     Pavarde1139    7.2                                  
Vardas1140     Pavarde1140    5.4                                  
Vardas1141     Pavarde1141    8.4                                  
Vardas1142     Pavarde1142    4.2                                  
Vardas1143     Pavarde1143    3                                    
Vardas1144     Pavarde1144    4.2                                  
Vardas1145     Pavarde1145    5.4                                  
Vardas1146     Pavarde1146    7.8                                  
Vardas1147     Pavarde1147    7.2                                  
Vardas1148     Pavarde1148    3                                    
Vardas1149     Pavarde1149    8.4                                  
Vardas1150     Pavarde1150    7.2                                  
Vardas1151     Pavarde1151    7.8                                  
Vardas1152     Pavarde1152    7.2                                  
Vardas1153     Pavarde1153    5.4                                  
Vardas1154     Pavarde1154    6                                    
Vardas1155     Pavarde1155    8.4                                  
Vardas1156     Pavarde1156    6                                    
Vardas1157     Pavarde1157    4.2                                  
Vardas1158     Pavarde1158    6.6                                  
Vardas1159     Pavarde1159    7.8                                  
Vardas1160     Pavarde1160    4.8                                  
Vardas1161     Pavarde1161    8.4                                  
Vardas1162     Pavarde1162    7.2                                  
Vardas1163     Pavarde1163    4.8                                  
Vardas1164     Pavarde1164    7.2                                  
Vardas1165     Pavarde1165    5.4                                  
Vardas1166     Pavarde1166    7.2                                  
Vardas1167     Pavarde1167    3                                    
Vardas1168     Pavarde1168    6                                    
Vardas1169     Pavarde1169    7.8                                  
Vardas1170     Pavarde1170    5.4                                  
Vardas1171     Pavarde1171    7.2                                  
Vardas1172     Pavarde1172    7.8                                  
Vardas1173     Pavarde1173    7.2                                  
Vardas1174     Pavarde1174    6.6                                  
Vardas1175     Pavarde1175    4.2                                  
Vardas1176     Pavarde1176    4.2                                  
Vardas1177     Pavarde1177    7.2                                  
Vardas1178     Pavarde1178    4.8                                  
Vardas1179     Pavarde1179    3                                    
Vardas1180     Pavarde1180    6                                    
Vardas1181     Pavarde1181    5.4                                  
Vardas1182     Pavarde1182    7.2                                  
Vardas1183     Pavarde1183    8.4                                  
Vardas1184     Pavarde1184    7.2                                  
Vardas1185     Pavarde1185    5.4                                  
Vardas1186     Pavarde1186    3.6                                  
Vardas1187     Pavarde1187    8.4                                  
Vardas1188     Pavarde1188    8.4                                  
Vardas1189     Pavarde1189    7.2                                  
Vardas1190     Pavarde1190    8.4                                  
Vardas1191     Pavarde1191    6.6                                  
Vardas1192     Pavarde1192    5.4                                  
Vardas1193     Pavarde1193    4.8                                  
Vardas1194     Pavarde1194    5.4                                  
Vardas1195     Pavarde1195    3.6                                  
Vardas1196     Pavarde1196    4.8                                  
Vardas1197     Pavarde1197    4.8                                  
Vardas1198     Pavarde1198    6                                    
Vardas1199     Pavarde1199    3                                    
Vardas1200     Pavarde1200    3.6                                  
Vardas1201     Pavarde1201    4.2                                  
Vardas1202     Pavarde1202    7.8                                  
Vardas1203     Pavarde1203    6                                    
Vardas1204     Pavarde1204    4.2                                  
Vardas1205     Pavarde1205    8.4                                  
Vardas1206     Pavarde1206    6.6                                  
Vardas1207     Pavarde1207    5.4                                  
Vardas1208     Pavarde1208    5.4                                  
Vardas1209     Pavarde1209    3                                    
Vardas1210     Pavarde1210    5.4                                  
Vardas1211     Pavarde1211    6.6                                  
Vardas1212     Pavarde1212    4.2                                  
Vardas1213     Pavarde1213    3.4                                  
Vardas1214     Pavarde1214    5.8                                  
Vardas1215     Pavarde1215    7.8                                  
Vardas1216     Pavarde1216    4.2                                  
Vardas1217     Pavarde1217    3                                    
Vardas1218     Pavarde1218    4                                    
Vardas1219     Pavarde1219    7.4                                  
Vardas1220     Pavarde1220    6.2                                  
Vardas1221     Pavarde1221    4.4                                  
Vardas1222     Pavarde1222    7.4                                  
Vardas1223     Pavarde1223    7.4                                  
Vardas1224     Pavarde1224    4.4                                  
Vardas1225     Pavarde1225    4.4                                  
Vardas1226     Pavarde1226    5                                    
Vardas1227     Pavarde1227    5.6                                  
Vardas1228     Pavarde1228    3.8                                  
Vardas1229     Pavarde1229    6.8                                  
Vardas1230     Pavarde1230    5.6                                  
Vardas1231     Pavarde1231    5                                    
Vardas1232     Pavarde1232    4.4                                  
Vardas1233     Pavarde1233    6.8                                  
Vardas1234     Pavarde1234    6.8                                  
Vardas1235     Pavarde1235    3.2                                  
Vardas1236     Pavarde1236    6.8                                  
Vardas1237     Pavarde1237    7.4                                  
Vardas1238     Pavarde1238    7.6                                  
Vardas1239     Pavarde1239    5.2                                  
Vardas1240     Pavarde1240    6.4                                  
Vardas1241     Pavarde1241    8                                    
Vardas1242     Pavarde1242    2.6                                  
Vardas1243     Pavarde1243    5.6                                  
Vardas1244     Pavarde1244    2.6                                  
Vardas1245     Pavarde1245    3.2                                  
Vardas1246     Pavarde1246    6.2                                  
Vardas1247     Pavarde1247    8                                    
Vardas1248     Pavarde1248    7.4                                  
Vardas1249     Pavarde1249    4.4                                  
Vardas1250     Pavarde1250    4.4                                  
Vardas1251     Pavarde1251    6.8                                  
Vardas1252     Pavarde1252    8                                    
Vardas1253     Pavarde1253    4.4                                  
Vardas1254     Pavarde1254    8                                    
Vardas1255     Pavarde1255    8                                    
Vardas1256     Pavarde1256    5.6                                  
Vardas1257     Pavarde1257    5                                    
Vardas1258     Pavarde1258    5.6                                  
Vardas1259     Pavarde1259    2.6                                  
Vardas1260     Pavarde1260    8                                    
Vardas1261     Pavarde1261    6.8                                  
Vardas1262     Pavarde1262    4.4                                  
Vardas1263     Pavarde1263    6.8                                  
Vardas1264     Pavarde1264    4.4                                  
Vardas1265     Pavarde1265    5                                    
Vardas1266     Pavarde1266    6.2                                  
Vardas1267     Pavarde1267    5                                    
Vardas1268     Pavarde1268    3.2                                  
Vardas1269     Pavarde1269    6.2                                  
Vardas1270     Pavarde1270    6.2                                  
Vardas1271     Pavarde1271    6.2                                  
Vardas1272     Pavarde1272    4.4                                  
Vardas1273     Pavarde1273    4.4                                  
Vardas1274     Pavarde1274    5                                    
Vardas1275     Pavarde1275    7.4                                  
Vardas1276     Pavarde1276    5.6                                  
Vardas1277     Pavarde1277    3.2                                  
Vardas1278     Pavarde1278    5                                    
Vardas1279     Pavarde1279    8                                    
Vardas1280     Pavarde1280    5.6                                  
Vardas1281     Pavarde1281    5                                    
Vardas1282     Pavarde1282    7.4                                  
Vardas1283     Pavarde1283    5                                    
Vardas1284     Pavarde1284    6.8                                  
Vardas1285     Pavarde1285    2.6                                  
Vardas1286     Pavarde1286    5                                    
Vardas1287     Pavarde1287    8                                    
Vardas1288     Pavarde1288    5.6                                  
Vardas1289     Pavarde1289    4.4                                  
Vardas1290     Pavarde1290    6.8                                  
Vardas1291     Pavarde1291    5                                    
Vardas1292     Pavarde1292    4.4                                  
Vardas1293     Pavarde1293    8                                    
Vardas1294     Pavarde1294    6.8                                  
Vardas1295     Pavarde1295    5.6                                  
Vardas1296     Pavarde1296    2.6                                  
Vardas1297     Pavarde1297    8                                    
Vardas1298     Pavarde1298    3.2                                  
Vardas1299     Pavarde1299    6.2                                  
Vardas1300     Pavarde1300    2.6                                  
Vardas1301     Pavarde1301    3.8                                  
Vardas1302     Pavarde1302    2.6                                  
Vardas1303     Pavarde1303    6.8                                  
Vardas1304     Pavarde1304    3.8                                  
Vardas1305     Pavarde1305    6.2                                  
Vardas1306     Pavarde1306    6.8                                  
Vardas1307     Pavarde1307    8                                    
Vardas1308     Pavarde1308    2.6                                  
Vardas1309     Pavarde1309    3.8                                  
Vardas1310     Pavarde1310    8                                    
Vardas1311     Pavarde1311    2.6                                  
Vardas1312     Pavarde1312    6.2                                  
Vardas1313     Pavarde1313    3.8                                  
Vardas1314     Pavarde1314    8                                    
Vardas1315     Pavarde1315    2.6                                  
Vardas1316     Pavarde1316    3.8                                  
Vardas1317     Pavarde1317    8                                    
Vardas1318     Pavarde1318    4.4                                  
Vardas1319     Pavarde1319    5.6                                  
Vardas1320     Pavarde1320    6.8                                  
Vardas1321     Pavarde1321    8                                    
Vardas1322     Pavarde1322    5                                    
Vardas1323     Pavarde1323    3.2                                  
Vardas1324     Pavarde1324    3.8                                  
Vardas1325     Pavarde1325    6.8                                  
Vardas1326     Pavarde1326    8                                    
Vardas1327     Pavarde1327    7.4                                  
Vardas1328     Pavarde1328    4.4                                  
Vardas1329     Pavarde1329    4.4                                  
Vardas1330     Pavarde1330    3.8                                  
Vardas1331     Pavarde1331    8                                    
Vardas1332     Pavarde1332    4.4                                  
Vardas1333     Pavarde1333    7.4                                  
Vardas1334     Pavarde1334    3.8                                  
Vardas1335     Pavarde1335    3.4                                  
Vardas1336     Pavarde1336    4.4                                  
Vardas1337     Pavarde1337    5.6                                  
Vardas1338     Pavarde1338    3.2                                  
Vardas1339     Pavarde1339    8                                    
Vardas1340     Pavarde1340    5                                    
Vardas1341     Pavarde1341    2.6                                  
Vardas1342     Pavarde1342    7                                    
Vardas1343     Pavarde1343    5                                    
Vardas1344     Pavarde1344    3.2                                  
Vardas1345     Pavarde1345    5                                    
Vardas1346     Pavarde1346    3.8                                  
Vardas1347     Pavarde1347    2.6                                  
Vardas1348     Pavarde1348    6.2                                  
Vardas1349     Pavarde1349    3.2                                  
Vardas1350     Pavarde1350    7.4                                  
Vardas1351     Pavarde1351    8                                    
Vardas1352     Pavarde1352    6.8                                  
Vardas1353     Pavarde1353    5.6                                  
Vardas1354     Pavarde1354    6.2                                  
Vardas1355     Pavarde1355    6.8                                  
Vardas1356     Pavarde1356    4.4                                  
Vardas1357     Pavarde1357    6.2                                  
Vardas1358     Pavarde1358    4.4                                  
Vardas1359     Pavarde1359    7.4                                  
Vardas1360     Pavarde1360    5                                    
Vardas1361     Pavarde1361    6.2                                  
Vardas1362     Pavarde1362    2.6                                  
Vardas1363     Pavarde1363    4.4                                  
Vardas1364     Pavarde1364    3.8                                  
Vardas1365     Pavarde1365    7                                    
Vardas1366     Pavarde1366    8                                    
Vardas1367     Pavarde1367    8                                    
Vardas1368     Pavarde1368    4                                    
Vardas1369     Pavarde1369    2.8                                  
Vardas1370     Pavarde1370    4.2                                  
Vardas1371     Pavarde1371    4.8                                  
Vardas1372     Pavarde1372    3.6                                  
Vardas1373     Pavarde1373    5.2                                  
Vardas1374     Pavarde1374    4.6                                  
Vardas1375     Pavarde1375    4.6                                  
Vardas1376     Pavarde1376    7.4                                  
Vardas1377     Pavarde1377    5.6                                  
Vardas1378     Pavarde1378    5                                    
Vardas1379     Pavarde1379    7.4                                  
Vardas1380     Pavarde1380    2.6                                  
Vardas1381     Pavarde1381    6.2                                  
Vardas1382     Pavarde1382    2.6                                  
Vardas1383     Pavarde1383    7.4                                  
Vardas1384     Pavarde1384    2.6                                  
Vardas1385     Pavarde1385    8                                    
Vardas1386     Pavarde1386    6.8                                  
Vardas1387     Pavarde1387    5                                    
Vardas1388     Pavarde1388    5.6                                  
Vardas1389     Pavarde1389    8                                    
Vardas1390     Pavarde1390    4.4                                  
Vardas1391     Pavarde1391    8                                    
Vardas1392     Pavarde1392    2.6                                  
Vardas1393     Pavarde1393    5.6                                  
Vardas1394     Pavarde1394    3.8                                  
Vardas1395     Pavarde1395    5                                    
Vardas1396     Pavarde1396    8                                    
Vardas1397     Pavarde1397    5.6                                  
Vardas1398     Pavarde1398    5                                    
Vardas1399     Pavarde1399    7.4                                  
Vardas1400     Pavarde1400    7.4                                  
Vardas1401     Pavarde1401    5                                    
Vardas1402     Pavarde1402    6.2                                  
Vardas1403     Pavarde1403    2.6                                  
Vardas1404     Pavarde1404    7.4                                  
Vardas1405     Pavarde1405    5                                    
Vardas1406     Pavarde1406    5                                    
Vardas1407     Pavarde1407    8                                    
Vardas1408     Pavarde1408    5                                    
Vardas1409     Pavarde1409    7.4                                  
Vardas1410     Pavarde1410    6.2                                  
Vardas1411     Pavarde1411    5                                    
Vardas1412     Pavarde1412    6.8                                  
Vardas1413     Pavarde1413    3.2                                  
Vardas1414     Pavarde1414    7.4                                  
Vardas1415     Pavarde1415    6.2                                  
Vardas1416     Pavarde1416    3.2                                  
Vardas1417     Pavarde1417    5                                    
Vardas1418     Pavarde1418    6.2                                  
Vardas1419     Pavarde1419    6.2                                  
Vardas1420     Pavarde1420    6.2                                  
Vardas1421     Pavarde1421    3.8                                  
Vardas1422     Pavarde1422    5.6                                  
Vardas1423     Pavarde1423    8                                    
Vardas1424     Pavarde1424    7.4                                  
Vardas1425     Pavarde1425    2.6                                  
Vardas1426     Pavarde1426    5.6                                  
Vardas1427     Pavarde1427    7.4                                  
Vardas1428     Pavarde1428    6.2                                  
Vardas1429     Pavarde1429    6.8                                  
Vardas1430     Pavarde1430    5                                    
Vardas1431     Pavarde1431    5                                    
Vardas1432     Pavarde1432    7.4                                  
Vardas1433     Pavarde1433    2.6                                  
Vardas1434     Pavarde1434    5.6                                  
Vardas1435     Pavarde1435    8                                    
Vardas1436     Pavarde1436    5                                    
Vardas1437     Pavarde1437    2.6                                  
Vardas1438     Pavarde1438    6.2                                  
Vardas1439     Pavarde1439    3.2                                  
Vardas1440     Pavarde1440    7.4                                  
Vardas1441     Pavarde1441    5                                    
Vardas1442     Pavarde1442    6.2                                  
Vardas1443     Pavarde1443    4.4                                  
Vardas1444     Pavarde1444    2.6                                  
Vardas1445     Pavarde1445    2.6                                  
Vardas1446     Pavarde1446    2.6                                  
Vardas1447     Pavarde1447    4.4                                  
Vardas1448     Pavarde1448    6.2                                  
Vardas1449     Pavarde1449    3.8                                  
Vardas1450     Pavarde1450    7.4                                  
Vardas1451     Pavarde1451    5.6                                  
Vardas1452     Pavarde1452    5                                    
Vardas1453     Pavarde1453    6.8                                  
Vardas1454     Pavarde1454    6.8                                  
Vardas1455     Pavarde1455    2.8                                  
Vardas1456     Pavarde1456    4.2                                  
Vardas1457     Pavarde1457    5.4                                  
Vardas1458     Pavarde1458    3.6                                  
Vardas1459     Pavarde1459    6                                    
Vardas1460     Pavarde1460    6.6                                  
Vardas1461     Pavarde1461    5.4                                  
Vardas1462     Pavarde1462    6                                    
Vardas1463     Pavarde1463    3.6                                  
Vardas1464     Pavarde1464    4.8                                  
Vardas1465     Pavarde1465    8.4                                  
Vardas1466     Pavarde1466    5.4                                  
Vardas1467     Pavarde1467    7.8                                  
Vardas1468     Pavarde1468    6                                    
Vardas1469     Pavarde1469    3.6                                  
Vardas1470     Pavarde1470    4.8                                  
Vardas1471     Pavarde1471    7.2                                  
Vardas1472     Pavarde1472    3                                    
Vardas1473     Pavarde1473    4.2                                  
Vardas1474     Pavarde1474    3                                    
Vardas1475     Pavarde1475    5.4                                  
Vardas1476     Pavarde1476    4.2                                  
Vardas1477     Pavarde1477    6.6                                  
Vardas1478     Pavarde1478    3                                    
Vardas1479     Pavarde1479    3.6                                  
Vardas1480     Pavarde1480    6.4                                  
Vardas1481     Pavarde1481    5.8                                  
Vardas1482     Pavarde1482    6.2                                  
Vardas1483     Pavarde1483    3.2                                  
Vardas1484     Pavarde1484    2.6                                  
Vardas1485     Pavarde1485    8                                    
Vardas1486     Pavarde1486    6.8                                  
Vardas1487     Pavarde1487    8                                    
Vardas1488     Pavarde1488    7.4                                  
Vardas1489     Pavarde1489    7.4                                  
Vardas1490     Pavarde1490    2.8                                  
Vardas1491     Pavarde1491    4.8                                  
Vardas1492     Pavarde1492    3.6                                  
Vardas1493     Pavarde1493    6.4                                  
Vardas1494     Pavarde1494    7.6                                  
Vardas1495     Pavarde1495    6                                    
Vardas1496     Pavarde1496    7.8                                  
Vardas1497     Pavarde1497    7.8                                  
Vardas1498     Pavarde1498    5.8                                  
Vardas1499     Pavarde1499    7.4                                  
Vardas1500     Pavarde1500    7                                    
Vardas1501     Pavarde1501    7.4                                  
Vardas1502     Pavarde1502    8                                    
Vardas1503     Pavarde1503    6.2                                  
Vardas1504     Pavarde1504    5.6                                  
Vardas1505     Pavarde1505    5                                    
Vardas1506     Pavarde1506    7.4                                  
Vardas1507     Pavarde1507    8                                    
Vardas1508     Pavarde1508    5.6                                  
Vardas1509     Pavarde1509    8                                    
Vardas1510     Pavarde1510    8                                    
Vardas1511     Pavarde1511    7.4                                  
Vardas1512     Pavarde1512    2.6                                  
Vardas1513     Pavarde1513    7.4                                  
Vardas1514     Pavarde1514    5                                    
Vardas1515     Pavarde1515    5.2                                  
Vardas1516     Pavarde1516    4.6                                  
Vardas1517     Pavarde1517    4                                    
Vardas1518     Pavarde1518    8.4                                  
Vardas1519     Pavarde1519    4.2                                  
Vardas1520     Pavarde1520    6                                    
Vardas1521     Pavarde1521    7                                    
Vardas1522     Pavarde1522    4                                    
Vardas1523     Pavarde1523    8                                    
Vardas1524     Pavarde1524    7.4                                  
Vardas1525     Pavarde1525    2.6                                  
Vardas1526     Pavarde1526    3.2                                  
Vardas1527     Pavarde1527    7.4                                  
Vardas1528     Pavarde1528    6.8                                  
Vardas1529     Pavarde1529    6.8                                  
Vardas1530     Pavarde1530    5                                    
Vardas1531     Pavarde1531    3.2                                  
Vardas1532     Pavarde1532    4.4                                  
Vardas1533     Pavarde1533    8                                    
Vardas1534     Pavarde1534    8                                    
Vardas1535     Pavarde1535    6.2                                  
Vardas1536     Pavarde1536    2.6                                  
Vardas1537     Pavarde1537    3.2                                  
Vardas1538     Pavarde1538    3.2                                  
Vardas1539     Pavarde1539    5.6                                  
Vardas1540     Pavarde1540    4.4                                  
Vardas1541     Pavarde1541    2.6                                  
Vardas1542     Pavarde1542    3.2                                  
Vardas1543     Pavarde1543    2.6                                  
Vardas1544     Pavarde1544    2.6                                  
Vardas1545     Pavarde1545    2.6                                  
Vardas1546     Pavarde1546    8                                    
Vardas1547     Pavarde1547    3.2                                  
Vardas1548     Pavarde1548    5                                    
Vardas1549     Pavarde1549    3.2                                  
Vardas1550     Pavarde1550    7.4                                  
Vardas1551     Pavarde1551    8                                    
Vardas1552     Pavarde1552    7.4                                  
Vardas1553     Pavarde1553    7.4                                  
Vardas1554     Pavarde1554    5.6                                  
Vardas1555     Pavarde1555    8                                    
Vardas1556     Pavarde1556    7.4                                  
Vardas1557     Pavarde1557    3.8                                  
Vardas1558     Pavarde1558    5                                    
Vardas1559     Pavarde1559    7                                    
Vardas1560     Pavarde1560    6.4                                  
Vardas1561     Pavarde1561    5.8                                  
Vardas1562     Pavarde1562    8.2                                  
Vardas1563     Pavarde1563    7.6                                  
Vardas1564     Pavarde1564    7.4                                  
Vardas1565     Pavarde1565    6.4                                  
Vardas1566     Pavarde1566    8                                    
Vardas1567     Pavarde1567    3.8                                  
Vardas1568     Pavarde1568    5.6                                  
Vardas1569     Pavarde1569    4                                    
Vardas1570     Pavarde1570    5.8                                  
Vardas1571     Pavarde1571    4                                    
Vardas1572     Pavarde1572    3.6                                  
Vardas1573     Pavarde1573    4.2                                  
Vardas1574     Pavarde1574    3                                    
Vardas1575     Pavarde1575    7.2                                  
Vardas1576     Pavarde1576    4.8                                  
Vardas1577     Pavarde1577    4.2                                  
Vardas1578     Pavarde1578    4.8                                  
Vardas1579     Pavarde1579    5.4                                  
Vardas1580     Pavarde1580    4.2                                  
Vardas1581     Pavarde1581    6                                    
Vardas1582     Pavarde1582    7.2                                  
Vardas1583     Pavarde1583    4.2                                  
Vardas1584     Pavarde1584    7.2                                  
Vardas1585     Pavarde1585    7.2                                  
Vardas1586     Pavarde1586    4.8                                  
Vardas1587     Pavarde1587    3.6                                  
Vardas1588     Pavarde1588    6.6                                  
Vardas1589     Pavarde1589    7.2                                  
Vardas1590     Pavarde1590    5.4                                  
Vardas1591     Pavarde1591    7.2                                  
Vardas1592     Pavarde1592    7.8                                  
Vardas1593     Pavarde1593    3.6                                  
Vardas1594     Pavarde1594    3.6                                  
Vardas1595     Pavarde1595    3.6                                  
Vardas1596     Pavarde1596    7.2                                  
Vardas1597     Pavarde1597    6.6                                  
Vardas1598     Pavarde1598    4.6                                  
Vardas1599     Pavarde1599    2.6                                  
Vardas1600     Pavarde1600    7.6                                  
Vardas1601     Pavarde1601    6.6                                  
Vardas1602     Pavarde1602    3                                    
Vardas1603     Pavarde1603    5.2                                  
Vardas1604     Pavarde1604    3.8                                  
Vardas1605     Pavarde1605    5.6                                  
Vardas1606     Pavarde1606    5.6                                  
Vardas1607     Pavarde1607    5                                    
Vardas1608     Pavarde1608    5.8                                  
Vardas1609     Pavarde1609    5.8                                  
Vardas1610     Pavarde1610    7.6                                  
Vardas1611     Pavarde1611    7.2                                  
Vardas1612     Pavarde1612    5.8                                  
Vardas1613     Pavarde1613    4.6                                  
Vardas1614     Pavarde1614    4                                    
Vardas1615     Pavarde1615    7                                    
Vardas1616     Pavarde1616    8.4                                  
Vardas1617     Pavarde1617    6                                    
Vardas1618     Pavarde1618    6.6                                  
Vardas1619     Pavarde1619    4.8                                  
Vardas1620     Pavarde1620    5.4                                  
Vardas1621     Pavarde1621    8.4                                  
Vardas1622     Pavarde1622    7.2                                  
Vardas1623     Pavarde1623    6.6                                  
Vardas1624     Pavarde1624    4.2                                  
Vardas1625     Pavarde1625    4.2                                  
Vardas1626     Pavarde1626    4.8                                  
Vardas1627     Pavarde1627    6                                    
Vardas1628     Pavarde1628    7.2                                  
Vardas1629     Pavarde1629    8.4                                  
Vardas1630     Pavarde1630    4.2                                  
Vardas1631     Pavarde1631    4.2                                  
Vardas1632     Pavarde1632    7.8                                  
Vardas1633     Pavarde1633    6.6                                  
Vardas1634     Pavarde1634    7.2                                  
Vardas1635     Pavarde1635    4.8                                  
Vardas1636     Pavarde1636    3                                    
Vardas1637     Pavarde1637    7.8                                  
Vardas1638     Pavarde1638    7.8                                  
Vardas1639     Pavarde1639    6                                    
Vardas1640     Pavarde1640    6                                    
Vardas1641     Pavarde1641    3.6                                  
Vardas1642     Pavarde1642    7.2                                  
Vardas1643     Pavarde1643    6.6                                  
Vardas1644     Pavarde1644    7.2                                  
Vardas1645     Pavarde1645    7.8                                  
Vardas1646     Pavarde1646    4.8                                  
Vardas1647     Pavarde1647    7.8                                  
Vardas1648     Pavarde1648    3.6                                  
Vardas1649     Pavarde1649    4.2                                  
Vardas1650     Pavarde1650    7.2                                  
Vardas1651     Pavarde1651    6                                    
Vardas1652     Pavarde1652    7.8                                  
Vardas1653     Pavarde1653    7.2                                  
Vardas1654     Pavarde1654    6                                    
Vardas1655     Pavarde1655    7.2                                  
Vardas1656     Pavarde1656    7.8                                  
Vardas1657     Pavarde1657    3.6                                  
Vardas1658     Pavarde1658    6                                    
Vardas1659     Pavarde1659    4.8                                  
Vardas1660     Pavarde1660    5.4                                  
Vardas1661     Pavarde1661    7.8                                  
Vardas1662     Pavarde1662    4.8                                  
Vardas1663     Pavarde1663    6                                    
Vardas1664     Pavarde1664    4.8                                  
Vardas1665     Pavarde1665    8.4                                  
Vardas1666     Pavarde1666    3                                    
Vardas1667     Pavarde1667    7.2                                  
Vardas1668     Pavarde1668    4.2                                  
Vardas1669     Pavarde1669    6                                    
Vardas1670     Pavarde1670    4.8                                  
Vardas1671     Pavarde1671    7.8                                  
Vardas1672     Pavarde1672    3                                    
Vardas1673     Pavarde1673    6.6                                  
Vardas1674     Pavarde1674    4.2                                  
Vardas1675     Pavarde1675    8.4                                  
Vardas1676     Pavarde1676    3.6                                  
Vardas1677     Pavarde1677    8.4                                  
Vardas1678     Pavarde1678    4.8                                  
Vardas1679     Pavarde1679    8.4                                  
Vardas1680     Pavarde1680    3                                    
Vardas1681     Pavarde1681    4.2                                  
Vardas1682     Pavarde1682    4.8                                  
Vardas1683     Pavarde1683    6                                    
Vardas1684     Pavarde1684    6.6                                  
Vardas1685     Pavarde1685    3                                    
Vardas1686     Pavarde1686    3                                    
Vardas1687     Pavarde1687    5.4                                  
Vardas1688     Pavarde1688    7.2                                  
Vardas1689     Pavarde1689    3.6                                  
Vardas1690     Pavarde1690    7.2                                  
Vardas1691     Pavarde1691    8.4                                  
Vardas1692     Pavarde1692    4.2                                  
Vardas1693     Pavarde1693    5.4                                  
Vardas1694     Pavarde1694    7.8                                  
Vardas1695     Pavarde1695    8.4                                  
Vardas1696     Pavarde1696    6                                    
Vardas1697     Pavarde1697    6.6                                  
Vardas1698     Pavarde1698    5.4                                  
Vardas1699     Pavarde1699    7.8                                  
Vardas1700     Pavarde1700    3.6                                  
Vardas1701     Pavarde1701    4.8                                  
Vardas1702     Pavarde1702    6                                    
Vardas1703     Pavarde1703    3.6                                  
Vardas1704     Pavarde1704    3                                    
Vardas1705     Pavarde1705    6                                    
Vardas1706     Pavarde1706    6                                    
Vardas1707     Pavarde1707    7.2                                  
Vardas1708     Pavarde1708    5.4                                  
Vardas1709     Pavarde1709    3.6                                  
Vardas1710     Pavarde1710    5.4                                  
Vardas1711     Pavarde1711    4.2                                  
Vardas1712     Pavarde1712    7.8                                  
Vardas1713     Pavarde1713    6.6                                  
Vardas1714     Pavarde1714    7.8                                  
Vardas1715     Pavarde1715    7.2                                  
Vardas1716     Pavarde1716    7.8                                  
Vardas1717     Pavarde1717    7.8                                  
Vardas1718     Pavarde1718    4.8                                  
Vardas1719     Pavarde1719    3.6                                  
Vardas1720     Pavarde1720    4.2                                  
Vardas1721     Pavarde1721    6                                    
Vardas1722     Pavarde1722    3.6                                  
Vardas1723     Pavarde1723    3                                    
Vardas1724     Pavarde1724    3                                    
Vardas1725     Pavarde1725    4.2                                  
Vardas1726     Pavarde1726    8.4                                  
Vardas1727     Pavarde1727    6                                    
Vardas1728     Pavarde1728    6.6                                  
Vardas1729     Pavarde1729    8.4                                  
Vardas1730     Pavarde1730    3.6                                  
Vardas1731     Pavarde1731    5.4                                  
Vardas1732     Pavarde1732    3.6                                  
Vardas1733     Pavarde1733    7.8                                  
Vardas1734     Pavarde1734    6.6                                  
Vardas1735     Pavarde1735    4.2                                  
Vardas1736     Pavarde1736    6.6                                  
Vardas1737     Pavarde1737    6.6                                  
Vardas1738     Pavarde1738    6.6                                  
Vardas1739     Pavarde1739    4.8                                  
Vardas1740     Pavarde1740    7.8                                  
Vardas1741     Pavarde1741    4.2                                  
Vardas1742     Pavarde1742    3                                    
Vardas1743     Pavarde1743    6.6                                  
Vardas1744     Pavarde1744    3.6                                  
Vardas1745     Pavarde1745    4.8                                  
Vardas1746     Pavarde1746    3                                    
Vardas1747     Pavarde1747    3                                    
Vardas1748     Pavarde1748    4.2                                  
Vardas1749     Pavarde1749    5.4                                  
Vardas1750     Pavarde1750    3.6                                  
Vardas1751     Pavarde1751    3                                    
Vardas1752     Pavarde1752    3.6                                  
Vardas1753     Pavarde1753    3                                    
Vardas1754     Pavarde1754    3                                    
Vardas1755     Pavarde1755    7.8                                  
Vardas1756     Pavarde1756    6                                    
Vardas1757     Pavarde1757    3.6                                  
Vardas1758     Pavarde1758    7.2                                  
Vardas1759     Pavarde1759    4.8                                  
Vardas1760     Pavarde1760    7.2                                  
Vardas1761     Pavarde1761    4.8                                  
Vardas1762     Pavarde1762    3.6                                  
Vardas1763     Pavarde1763    4.2                                  
Vardas1764     Pavarde1764    4.8                                  
Vardas1765     Pavarde1765    7.2                                  
Vardas1766     Pavarde1766    8.4                                  
Vardas1767     Pavarde1767    8.4                                  
Vardas1768     Pavarde1768    4.8                                  
Vardas1769     Pavarde1769    7.8                                  
Vardas1770     Pavarde1770    5.4                                  
Vardas1771     Pavarde1771    4.8                                  
Vardas1772     Pavarde1772    7.8                                  
Vardas1773     Pavarde1773    7.2                                  
Vardas1774     Pavarde1774    5.4                                  
